family,sample_index,seed,policy,compilation_successful,ssim,coordinate_error,token_ged,graph_ged,token_overlap,predicted_family,is_line_segment_collapsed,total_length,length_to_eos,has_eos,unk_count,raw_unbalanced_parens,san_unbalanced_parens,tex_error
grid_axes,3,42003,sampling_gamma0,False,0.0000,14.1421,0.9167,1.0000,0.0833,line_segment,True,24,24,True,0,0,0,"TeX compilation structurally failed. Engine output: This is pdfTeX, Version 3.141592653-2.6-1.40.28 "
grid_axes,3,42003,cfg_gamma32,False,0.0000,14.1421,0.9167,1.0000,0.0833,line_segment,True,24,24,True,0,0,0,"TeX compilation structurally failed. Engine output: This is pdfTeX, Version 3.141592653-2.6-1.40.28 "
grid_axes,4,42004,greedy,True,0.3481,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,4,42004,beam_search,True,0.3485,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,4,42004,sampling_gamma0,False,0.0000,14.1421,0.9167,1.0000,0.0833,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,4,42004,cfg_gamma32,False,0.0000,14.1421,0.9167,1.0000,0.0833,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,5,42005,greedy,True,0.2675,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,5,42005,beam_search,True,0.2675,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,5,42005,sampling_gamma0,True,0.2920,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,5,42005,cfg_gamma32,True,0.2944,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,6,42006,greedy,True,0.6197,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,6,42006,beam_search,True,0.6197,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,6,42006,sampling_gamma0,True,0.6874,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,6,42006,cfg_gamma32,True,0.5990,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,7,42007,greedy,True,0.2052,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,7,42007,beam_search,True,0.2054,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,7,42007,sampling_gamma0,True,0.2204,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,7,42007,cfg_gamma32,True,0.2278,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,8,42008,greedy,True,0.7012,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,8,42008,beam_search,True,0.7012,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,8,42008,sampling_gamma0,True,0.7952,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,8,42008,cfg_gamma32,True,0.7952,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,9,42009,greedy,True,0.5366,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,9,42009,beam_search,True,0.5366,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,9,42009,sampling_gamma0,False,0.0000,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,9,42009,cfg_gamma32,False,0.0000,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,10,42010,greedy,True,0.4039,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,10,42010,beam_search,True,0.3944,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,10,42010,sampling_gamma0,False,0.0000,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,10,42010,cfg_gamma32,False,0.0000,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,11,42011,greedy,True,0.5762,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,11,42011,beam_search,True,0.5762,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,11,42011,sampling_gamma0,False,0.0000,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,11,42011,cfg_gamma32,False,0.0000,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,12,42012,greedy,True,0.2252,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,12,42012,beam_search,True,0.2196,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,12,42012,sampling_gamma0,False,0.0000,14.1421,0.9167,1.0000,0.0857,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,12,42012,cfg_gamma32,False,0.0000,14.1421,0.9167,1.0000,0.0857,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,13,42013,greedy,True,0.6212,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,13,42013,beam_search,True,0.6212,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,13,42013,sampling_gamma0,False,0.0000,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,13,42013,cfg_gamma32,False,0.0000,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,14,42014,greedy,True,0.1497,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,14,42014,beam_search,True,0.1518,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,14,42014,sampling_gamma0,True,0.1649,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,14,42014,cfg_gamma32,True,0.1651,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,15,42015,greedy,True,0.4037,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,15,42015,beam_search,True,0.4037,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,15,42015,sampling_gamma0,True,0.4337,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,15,42015,cfg_gamma32,True,0.4329,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,16,42016,greedy,True,0.4860,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,16,42016,beam_search,True,0.4860,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,16,42016,sampling_gamma0,True,0.5109,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,16,42016,cfg_gamma32,True,0.5207,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,17,42017,greedy,True,0.4470,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,17,42017,beam_search,True,0.4470,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,17,42017,sampling_gamma0,False,0.0000,14.1421,0.9167,1.0000,0.0833,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,17,42017,cfg_gamma32,False,0.0000,14.1421,0.9167,1.0000,0.0833,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,18,42018,greedy,True,0.4426,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,18,42018,beam_search,True,0.4426,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,18,42018,sampling_gamma0,False,0.0000,14.1421,0.9200,1.0000,0.0811,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,18,42018,cfg_gamma32,False,0.0000,14.1421,0.9200,1.0000,0.0811,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,19,42019,greedy,True,0.5954,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,19,42019,beam_search,True,0.5954,14.1421,0.9167,1.0000,0.0882,line_segment,True,24,24,True,0,0,0,
grid_axes,19,42019,sampling_gamma0,False,0.0000,14.1421,0.9167,1.0000,0.0857,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
grid_axes,19,42019,cfg_gamma32,False,0.0000,14.1421,0.9167,1.0000,0.0857,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,0,42000,greedy,True,0.6232,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,0,42000,beam_search,True,0.6208,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,0,42000,sampling_gamma0,True,0.6030,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,0,42000,cfg_gamma32,True,0.5001,14.1421,0.9375,0.8571,0.0714,line_segment,True,24,24,True,0,0,0,
node_arrow,1,42001,greedy,True,0.6681,14.1421,0.9091,0.6667,0.0938,line_segment,True,24,24,True,0,0,0,
node_arrow,1,42001,beam_search,True,0.7586,14.1421,0.9130,0.6667,0.0938,line_segment,True,25,25,True,0,0,0,
node_arrow,1,42001,sampling_gamma0,False,0.0000,14.1421,0.9167,1.0000,0.0909,line_segment,True,25,25,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,1,42001,cfg_gamma32,False,0.0000,14.1421,0.9167,1.0000,0.0882,line_segment,True,25,25,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,2,42002,greedy,True,0.5875,14.1421,0.9375,0.8571,0.0682,line_segment,True,24,24,True,0,0,0,
node_arrow,2,42002,beam_search,True,0.5875,14.1421,0.9375,0.8571,0.0682,line_segment,True,24,24,True,0,0,0,
node_arrow,2,42002,sampling_gamma0,False,0.0000,14.1421,0.9375,0.8571,0.0652,line_segment,True,24,24,True,0,0,0,"TeX compilation structurally failed. Engine output: This is pdfTeX, Version 3.141592653-2.6-1.40.28 "
node_arrow,2,42002,cfg_gamma32,False,0.0000,14.1421,0.9375,0.8571,0.0667,line_segment,True,24,24,True,0,0,0,"TeX compilation structurally failed. Engine output: This is pdfTeX, Version 3.141592653-2.6-1.40.28 "
node_arrow,3,42003,greedy,True,0.8444,14.1421,0.9091,0.6667,0.0968,line_segment,True,24,24,True,0,0,0,
node_arrow,3,42003,beam_search,True,0.8444,14.1421,0.9091,0.6667,0.0968,line_segment,True,24,24,True,0,0,0,
node_arrow,3,42003,sampling_gamma0,False,0.0000,14.1421,0.9167,0.6667,0.0938,line_segment,True,24,24,True,0,0,0,"TeX compilation structurally failed. Engine output: This is pdfTeX, Version 3.141592653-2.6-1.40.28 "
node_arrow,3,42003,cfg_gamma32,False,0.0000,14.1421,0.9167,0.6667,0.0909,line_segment,True,24,24,True,0,0,0,"TeX compilation structurally failed. Engine output: This is pdfTeX, Version 3.141592653-2.6-1.40.28 "
node_arrow,4,42004,greedy,True,0.6741,14.1421,0.9375,0.8571,0.0682,line_segment,True,24,24,True,0,0,0,
node_arrow,4,42004,beam_search,True,0.6741,14.1421,0.9375,0.8571,0.0682,line_segment,True,24,24,True,0,0,0,
node_arrow,4,42004,sampling_gamma0,False,0.0000,14.1421,0.9375,1.0000,0.0667,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,4,42004,cfg_gamma32,False,0.0000,14.1421,0.9375,1.0000,0.0667,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,5,42005,greedy,True,0.6088,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,5,42005,beam_search,True,0.6046,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,5,42005,sampling_gamma0,True,0.7622,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,5,42005,cfg_gamma32,True,0.7663,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,6,42006,greedy,True,0.6328,14.1421,0.9130,0.6667,0.0909,line_segment,True,25,25,True,0,0,0,
node_arrow,6,42006,beam_search,True,0.6125,14.1421,0.9130,0.6667,0.0938,line_segment,True,25,25,True,0,0,0,
node_arrow,6,42006,sampling_gamma0,True,0.7095,14.1421,0.9091,0.6667,0.0938,line_segment,True,24,24,True,0,0,0,
node_arrow,6,42006,cfg_gamma32,True,0.4851,14.1421,0.9130,0.6667,0.0909,line_segment,True,25,25,True,0,0,0,
node_arrow,7,42007,greedy,True,0.6087,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,7,42007,beam_search,True,0.6087,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,7,42007,sampling_gamma0,True,0.6498,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,7,42007,cfg_gamma32,True,0.6613,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,8,42008,greedy,True,0.6519,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,8,42008,beam_search,True,0.6483,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,8,42008,sampling_gamma0,False,0.0000,14.1421,0.9375,0.8571,0.0667,line_segment,True,24,24,True,0,0,0,"TeX compilation structurally failed. Engine output: This is pdfTeX, Version 3.141592653-2.6-1.40.28 "
node_arrow,8,42008,cfg_gamma32,False,0.0000,14.1421,0.9375,0.8571,0.0682,line_segment,True,24,24,True,0,0,0,"TeX compilation structurally failed. Engine output: This is pdfTeX, Version 3.141592653-2.6-1.40.28 "
node_arrow,9,42009,greedy,True,0.6796,14.1421,0.9375,0.8571,0.0682,line_segment,True,24,24,True,0,0,0,
node_arrow,9,42009,beam_search,True,0.6796,14.1421,0.9375,0.8571,0.0682,line_segment,True,24,24,True,0,0,0,
node_arrow,9,42009,sampling_gamma0,False,0.0000,14.1421,0.9375,1.0000,0.0652,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,9,42009,cfg_gamma32,False,0.0000,14.1421,0.9375,1.0000,0.0652,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,10,42010,greedy,True,0.7786,14.1421,0.9091,0.6667,0.0938,line_segment,True,24,24,True,0,0,0,
node_arrow,10,42010,beam_search,True,0.7773,14.1421,0.9091,0.6667,0.0938,line_segment,True,24,24,True,0,0,0,
node_arrow,10,42010,sampling_gamma0,False,0.0000,14.1421,0.9091,1.0000,0.0938,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,10,42010,cfg_gamma32,False,0.0000,14.1421,0.9091,1.0000,0.0938,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,11,42011,greedy,True,0.8517,14.1421,0.9143,0.8000,0.0811,line_segment,True,24,24,True,0,0,0,
node_arrow,11,42011,beam_search,True,0.7402,14.1421,0.9143,0.8000,0.0811,line_segment,True,24,24,True,0,0,0,
node_arrow,11,42011,sampling_gamma0,False,0.0000,14.1421,0.9143,1.0000,0.0811,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,11,42011,cfg_gamma32,False,0.0000,14.1421,0.9143,1.0000,0.0789,line_segment,True,25,25,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,12,42012,greedy,True,0.6482,14.1421,0.9143,0.8000,0.0789,line_segment,True,24,24,True,0,0,0,
node_arrow,12,42012,beam_search,True,0.6482,14.1421,0.9143,0.8000,0.0789,line_segment,True,24,24,True,0,0,0,
node_arrow,12,42012,sampling_gamma0,False,0.0000,14.1421,0.9143,1.0000,0.0769,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,12,42012,cfg_gamma32,False,0.0000,14.1421,0.9143,1.0000,0.0750,line_segment,True,25,25,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,13,42013,greedy,True,0.8845,14.1421,0.9091,0.6667,0.0938,line_segment,True,24,24,True,0,0,0,
node_arrow,13,42013,beam_search,True,0.8857,14.1421,0.9091,0.6667,0.0938,line_segment,True,24,24,True,0,0,0,
node_arrow,13,42013,sampling_gamma0,False,0.0000,14.1421,0.9091,1.0000,0.0938,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,13,42013,cfg_gamma32,False,0.0000,14.1421,0.9091,1.0000,0.0938,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,14,42014,greedy,True,0.6582,14.1421,0.9143,0.8000,0.0789,line_segment,True,24,24,True,0,0,0,
node_arrow,14,42014,beam_search,True,0.6557,14.1421,0.9143,0.8000,0.0789,line_segment,True,24,24,True,0,0,0,
node_arrow,14,42014,sampling_gamma0,True,0.6883,14.1421,0.9143,0.8000,0.0789,line_segment,True,24,24,True,0,0,0,
node_arrow,14,42014,cfg_gamma32,True,0.6821,14.1421,0.9143,0.8000,0.0789,line_segment,True,24,24,True,0,0,0,
node_arrow,15,42015,greedy,True,0.6410,14.1421,0.9091,0.6667,0.0938,line_segment,True,24,24,True,0,0,0,
node_arrow,15,42015,beam_search,True,0.6700,14.1421,0.9130,0.6667,0.0938,line_segment,True,25,25,True,0,0,0,
node_arrow,15,42015,sampling_gamma0,True,0.5844,14.1421,0.9130,0.6667,0.0909,line_segment,True,25,25,True,0,0,0,
node_arrow,15,42015,cfg_gamma32,True,0.5408,14.1421,0.9130,0.6667,0.0909,line_segment,True,25,25,True,0,0,0,
node_arrow,16,42016,greedy,True,0.6471,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,16,42016,beam_search,True,0.6471,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,16,42016,sampling_gamma0,True,0.7578,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,16,42016,cfg_gamma32,True,0.7597,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,17,42017,greedy,True,0.6569,14.1421,0.9375,0.8571,0.0682,line_segment,True,24,24,True,0,0,0,
node_arrow,17,42017,beam_search,True,0.6530,14.1421,0.9375,0.8571,0.0682,line_segment,True,24,24,True,0,0,0,
node_arrow,17,42017,sampling_gamma0,False,0.0000,14.1421,0.9375,1.0000,0.0652,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,17,42017,cfg_gamma32,False,0.0000,14.1421,0.9375,1.0000,0.0652,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,18,42018,greedy,True,0.7539,14.1421,0.9091,0.6667,0.0938,line_segment,True,24,24,True,0,0,0,
node_arrow,18,42018,beam_search,True,0.8308,14.1421,0.9130,0.6667,0.0909,line_segment,True,25,25,True,0,0,0,
node_arrow,18,42018,sampling_gamma0,False,0.0000,14.1421,0.9167,1.0000,0.0882,line_segment,True,25,25,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,18,42018,cfg_gamma32,False,0.0000,14.1421,0.9167,1.0000,0.0882,line_segment,True,25,25,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,19,42019,greedy,True,0.6872,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,19,42019,beam_search,True,0.6804,14.1421,0.9375,0.8571,0.0698,line_segment,True,24,24,True,0,0,0,
node_arrow,19,42019,sampling_gamma0,False,0.0000,14.1421,0.9375,1.0000,0.0682,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
node_arrow,19,42019,cfg_gamma32,False,0.0000,14.1421,0.9375,1.0000,0.0682,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,0,42000,greedy,True,0.3066,14.1421,0.9118,1.0000,0.0769,line_segment,True,24,24,True,0,0,0,
composed,0,42000,beam_search,True,0.8399,14.1421,0.9118,1.0000,0.0750,line_segment,True,24,24,True,0,0,0,
composed,0,42000,sampling_gamma0,True,0.7907,14.1421,0.9118,1.0000,0.0750,line_segment,True,24,24,True,0,0,0,
composed,0,42000,cfg_gamma32,True,0.8271,14.1421,0.9118,1.0000,0.0732,line_segment,True,25,25,True,0,0,0,
composed,1,42001,greedy,True,0.7420,14.1421,0.8846,1.0000,0.0833,line_segment,True,24,24,True,0,0,0,
composed,1,42001,beam_search,True,0.7565,14.1421,0.8846,1.0000,0.0833,line_segment,True,24,24,True,0,0,0,
composed,1,42001,sampling_gamma0,False,0.0000,14.1421,0.9231,1.0000,0.0811,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,1,42001,cfg_gamma32,True,0.8185,14.1421,0.9231,1.0000,0.0811,line_segment,True,24,24,True,0,0,0,
composed,2,42002,greedy,True,0.6814,14.1421,0.9268,1.0000,0.0667,line_segment,True,24,24,True,0,0,0,
composed,2,42002,beam_search,True,0.6814,14.1421,0.9268,1.0000,0.0667,line_segment,True,24,24,True,0,0,0,
composed,2,42002,sampling_gamma0,False,0.0000,14.1421,0.9268,1.0000,0.0652,line_segment,True,24,24,True,0,0,0,"TeX compilation structurally failed. Engine output: This is pdfTeX, Version 3.141592653-2.6-1.40.28 "
composed,2,42002,cfg_gamma32,False,0.0000,14.1421,0.9268,1.0000,0.0638,line_segment,True,24,24,True,0,0,0,"TeX compilation structurally failed. Engine output: This is pdfTeX, Version 3.141592653-2.6-1.40.28 "
composed,3,42003,greedy,True,0.7910,14.1421,0.9118,1.0000,0.0732,line_segment,True,24,24,True,0,0,0,
composed,3,42003,beam_search,True,0.7910,14.1421,0.9118,1.0000,0.0732,line_segment,True,24,24,True,0,0,0,
composed,3,42003,sampling_gamma0,False,0.0000,14.1421,0.9118,1.0000,0.0698,line_segment,True,24,24,True,0,0,0,"TeX compilation structurally failed. Engine output: This is pdfTeX, Version 3.141592653-2.6-1.40.28 "
composed,3,42003,cfg_gamma32,False,0.0000,14.1421,0.9118,1.0000,0.0698,line_segment,True,24,24,True,0,0,0,"TeX compilation structurally failed. Engine output: This is pdfTeX, Version 3.141592653-2.6-1.40.28 "
composed,4,42004,greedy,True,0.7982,14.1421,0.9333,1.0000,0.0600,line_segment,True,24,24,True,0,0,0,
composed,4,42004,beam_search,True,0.7892,14.1421,0.9333,1.0000,0.0600,line_segment,True,24,24,True,0,0,0,
composed,4,42004,sampling_gamma0,False,0.0000,14.1421,0.9333,1.0000,0.0588,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,4,42004,cfg_gamma32,False,0.0000,14.1421,0.9333,1.0000,0.0577,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,5,42005,greedy,True,0.7671,14.1421,0.9444,1.0000,0.0566,line_segment,True,24,24,True,0,0,0,
composed,5,42005,beam_search,True,0.7609,14.1421,0.9444,1.0000,0.0566,line_segment,True,24,24,True,0,0,0,
composed,5,42005,sampling_gamma0,True,0.8232,14.1421,0.9444,1.0000,0.0566,line_segment,True,24,24,True,0,0,0,
composed,5,42005,cfg_gamma32,True,0.8297,14.1421,0.9444,1.0000,0.0566,line_segment,True,24,24,True,0,0,0,
composed,6,42006,greedy,True,0.7255,14.1421,0.8636,1.0000,0.0968,line_segment,True,24,24,True,0,0,0,
composed,6,42006,beam_search,True,0.7198,14.1421,0.8636,1.0000,0.0968,line_segment,True,24,24,True,0,0,0,
composed,6,42006,sampling_gamma0,True,0.7429,14.1421,0.8636,1.0000,0.0968,line_segment,True,24,24,True,0,0,0,
composed,6,42006,cfg_gamma32,True,0.7908,14.1421,0.8636,1.0000,0.0968,line_segment,True,24,24,True,0,0,0,
composed,7,42007,greedy,True,0.7850,14.1421,0.8929,1.0000,0.0789,line_segment,True,24,24,True,0,0,0,
composed,7,42007,beam_search,True,0.7850,14.1421,0.8929,1.0000,0.0789,line_segment,True,24,24,True,0,0,0,
composed,7,42007,sampling_gamma0,True,0.8737,14.1421,0.8929,1.0000,0.0789,line_segment,True,24,24,True,0,0,0,
composed,7,42007,cfg_gamma32,True,0.8144,14.1421,0.8929,1.0000,0.0789,line_segment,True,24,24,True,0,0,0,
